,sample,IGSN,source,EXPEDITION ID,LATITUDE,LONGITUDE,LOC PREC,MIN ELEVATION,MAX ELEVATION,MIN AGE,AGE,MAX AGE,METHODS,ANALYZED MATERIAL,ROCK TYPE,sample_type,MINERAL,TECTONIC SETTING,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu
10069,DUF183-019-004-004,,"PAQUET, 2016",DUF0183,-27.51,64.06,0.01,-2650.0,-2650.0,,,,LA-ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,4.06,12.6,1.91,9.68,2.95,1.13,3.85,0.7,4.51,0.94,2.73,0.41,2.64,0.4
10070,DUF183-023-002-002,,"PAQUET, 2016",DUF0183,-28.23,64.63,0.01,-3870.0,-3870.0,,,,LA-ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,4.32,13.23,1.99,10.13,2.96,1.14,4.0,0.72,4.57,0.96,2.73,0.42,2.71,0.4
10071,DUF183-023-002-010,,"PAQUET, 2016",DUF0183,-28.23,64.63,0.01,-3870.0,-3870.0,,,,LA-ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,4.43,13.33,2.02,10.37,3.14,1.14,4.22,0.76,4.84,1.03,3.02,0.47,2.96,0.44
10072,DUF183-023-002-011,,"PAQUET, 2016",DUF0183,-28.23,64.63,0.01,-3870.0,-3870.0,,,,LA-ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,4.77,14.47,2.15,10.93,3.23,1.2,4.33,0.79,5.03,1.06,3.06,0.46,2.96,0.45
10073,DUF183-024-002-003,,"PAQUET, 2016",DUF0183,-28.19,64.54,0.01,-3830.0,-3830.0,,,,LA-ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,6.11,17.63,2.65,13.37,3.97,1.36,5.26,0.95,6.12,1.3,3.71,0.57,3.66,0.55
10074,DUF183-024-002-006,,"PAQUET, 2016",DUF0183,-28.19,64.54,0.01,-3830.0,-3830.0,,,,LA-ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,6.1,17.73,2.62,13.4,3.9,1.39,5.26,0.93,5.97,1.26,3.61,0.55,3.53,0.54
10075,DUF183-026-003-001,,"PAQUET, 2016",DUF0183,-28.15,64.65,0.01,-3960.0,-3960.0,,,,LA-ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,6.03,17.87,2.66,13.5,4.0,1.39,5.36,0.96,6.09,1.31,3.67,0.57,3.68,0.55
10076,DUF183-026-003-002,,"PAQUET, 2016",DUF0183,-28.15,64.65,0.01,-3960.0,-3960.0,,,,LA-ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,5.97,17.77,2.65,13.33,3.95,1.39,5.29,0.93,6.07,1.28,3.64,0.56,3.6,0.54
10077,DUF183-028-003-003,,"PAQUET, 2016",DUF0183,-27.96,64.63,0.01,-4550.0,-4550.0,,,,LA-ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,4.76,13.53,1.98,10.07,2.92,1.11,4.01,0.74,4.7,1.01,2.89,0.44,2.81,0.44
10078,DUF183-031-002-004,,"PAQUET, 2016",DUF0183,-27.38,64.55,0.01,-3200.0,-3200.0,,,,LA-ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,6.11,18.87,2.97,15.67,4.91,1.64,6.75,1.2,7.75,1.65,4.78,0.73,4.64,0.7
10079,DY0105-012-014_1,,"ZHANG, 2012",DY0105,12.717,-103.926,0.001,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,5.51,14.9,2.31,11.9,3.79,1.39,4.33,0.85,5.12,1.18,3.15,0.5,3.0,0.46
10080,DY0105-012-014_2,,"ZHANG, 2012",DY0105,12.693,-103.532,0.001,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,5.39,14.7,2.29,11.7,3.67,1.33,4.17,0.86,5.08,1.16,3.14,0.49,2.97,0.45
10081,DY0105-012-014_3,,"ZHANG, 2012",DY0105,12.4412,-103.888,0.001,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,5.33,14.4,2.23,11.5,3.6,1.33,4.15,0.83,4.97,1.14,3.07,0.5,2.93,0.44
10082,DY0105-012-014_4,,"ZHANG, 2012",DY0105,12.71,-103.921,0.001,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,2.78,14.2,1.49,11.8,2.91,1.1,3.44,0.75,4.41,1.03,2.75,0.44,2.67,0.4
10083,DY0105-012-014_5,,"ZHANG, 2012",DY0105,12.705,-103.919,0.001,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,4.83,13.8,2.21,11.6,3.9,1.38,4.57,0.95,5.57,1.28,3.47,0.55,3.38,0.51
10084,DY0105-012-014_6,,"ZHANG, 2012",DY0105,12.744,-103.939,0.001,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,8.73,24.1,3.68,18.3,5.36,1.88,5.99,1.14,6.76,1.55,4.19,0.65,3.93,0.59
10085,DY0105-012-014_7,,"ZHANG, 2012",DY0105,12.719,-103.909,0.001,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,5.32,14.5,2.24,11.5,3.58,1.32,4.22,0.87,5.13,1.17,3.06,0.5,2.93,0.45
10086,DY0105-012-014_8,,"ZHANG, 2012",DY0105,12.708,-103.908,0.001,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,2.74,8.4,1.44,7.9,2.84,1.09,3.27,0.71,4.26,0.99,2.72,0.43,2.58,0.38
10087,DY0105-012-014_E11-5X,,"ZHANG, 2010",DY0105,12.8,-103.9,0.1,-400.0,-400.0,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SEAMOUNT,4.15,12.1,1.98,11.0,3.44,1.3,4.66,0.86,6.14,1.27,3.36,0.5,3.39,0.5
10088,DY0105-012-014_E13-3X,,"ZHANG, 2010",DY0105,12.85,-103.9,0.01,-2620.0,-2620.0,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,3.85,12.1,1.96,10.8,3.44,1.22,4.29,0.84,5.51,1.15,3.3,0.48,2.99,0.48
10089,DY0105-012-014_E15-3B,,"ZHANG, 2010",DY0105,12.8,-103.9,0.1,-400.0,-400.0,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SEAMOUNT,3.04,9.57,1.63,8.74,2.85,1.1,3.53,0.68,4.33,0.94,2.73,0.4,2.52,0.39
10090,DY0105-012-014_E20-2B,,"ZHANG, 2010",DY0105,12.8,-103.9,0.1,-400.0,-400.0,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SEAMOUNT,2.7,8.63,1.47,7.89,2.64,1.06,3.38,0.67,4.12,0.89,2.5,0.36,2.37,0.36
10091,DY0105-012-014_E42-4X,,"ZHANG, 2010",DY0105,12.75,-103.9,0.1,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,4.7,14.65,2.34,12.67,4.03,1.41,4.89,0.97,6.15,1.33,3.71,0.53,3.42,0.56
10092,DY0105-017-001,,"CHEN, 2012",DY0105-17,14.75,-44.98,0.01,-3000.0,-3040.0,,,,ICPMS,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,HARZBURGITE,,SPREADING_CENTER,0.231,0.542,0.076,0.342,0.083,0.024,0.102,0.017,0.095,0.02,0.053,0.008,0.053,0.008
10093,DY0105-017-002,,"CHEN, 2012",DY0105-17,14.75,-44.98,0.01,-3000.0,-3040.0,,,,ICPMS,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,HARZBURGITE,,SPREADING_CENTER,0.159,0.401,0.052,0.279,0.076,0.053,0.089,0.017,0.102,0.022,0.061,0.01,0.063,0.01
10094,DY0105-017-003,,"CHEN, 2012",DY0105-17,14.75,-44.98,0.01,-3000.0,-3040.0,,,,ICPMS,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,HARZBURGITE,,SPREADING_CENTER,0.152,0.443,0.067,0.325,0.091,0.062,0.109,0.018,0.114,0.023,0.087,0.011,0.077,0.011
10096,DY0105-017-005,,"CHEN, 2012",DY0105-17,14.75,-44.98,0.01,-3000.0,-3040.0,,,,ICPMS,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,HARZBURGITE,,SPREADING_CENTER,0.421,0.769,0.097,0.373,0.096,0.04,0.088,0.018,0.12,0.023,0.073,0.013,0.073,0.012
10097,DY0105-017-006,,"CHEN, 2012",DY0105-17,14.75,-44.98,0.01,-3000.0,-3040.0,,,,ICPMS,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,HARZBURGITE,,SPREADING_CENTER,0.255,0.723,0.102,0.516,0.156,0.057,0.19,0.037,0.238,0.056,0.146,0.023,0.139,0.022
10098,DY0115-019-003-004-002,,"YANG YANG, 2014",DY0115-19,-36.04,52.49,0.01,-2752.0,-2752.0,,,,EMP,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,FRACTURE_ZONE,2.44,8.42,1.65,9.23,3.5,1.25,5.06,0.98,6.38,1.43,3.99,0.6,3.76,0.6
10099,DY0105-017-007,,"CHEN, 2012",DY0105-17,14.75,-44.98,0.01,-3000.0,-3040.0,,,,ICPMS,WHOLE ROCK,IGNEOUS:PLUTONIC:MAFIC,GABBRO,,SPREADING_CENTER,3.438,7.442,1.032,4.604,1.128,0.842,1.329,0.244,1.473,0.344,1.003,0.16,1.03,0.164
10100,DY0105-017-008,,"CHEN, 2012",DY0105-17,14.75,-44.98,0.01,-3000.0,-3040.0,,,,ICPMS,WHOLE ROCK,IGNEOUS:PLUTONIC:MAFIC,GABBRO,,SPREADING_CENTER,3.46,7.46,1.03,4.86,1.29,0.645,1.447,0.267,1.87,0.376,1.18,0.162,1.074,0.17
10101,DY0105-017-009,,"CHEN, 2012",DY0105-17,14.75,-44.98,0.01,-3000.0,-3040.0,,,,ICPMS,WHOLE ROCK,IGNEOUS:PLUTONIC:MAFIC,GABBRO,,SPREADING_CENTER,4.52,10.0,1.54,7.75,2.31,1.119,2.391,0.48,3.31,0.685,2.1,0.285,1.948,0.293
10102,DY0105-017-010,,"CHEN, 2012",DY0105-17,14.75,-44.98,0.01,-3000.0,-3040.0,,,,ICPMS,WHOLE ROCK,IGNEOUS:PLUTONIC:MAFIC,GABBRO,,SPREADING_CENTER,3.95,8.92,1.34,6.62,2.05,0.896,1.983,0.41,2.8,0.604,1.83,0.235,1.653,0.265
10103,DY0115-004-001-001,,"CHEN, 2015",DY0115-21,-36.506,52.5882,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,SPREADING_CENTER,0.2182,0.0335,0.0384,0.1808,0.0523,0.0187,0.1097,0.0295,0.2321,0.0633,0.2064,0.037,0.2581,0.0435
10104,DY0115-004-001-002,,"CHEN, 2015",DY0115-21,-36.506,52.5882,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,SPREADING_CENTER,0.1274,0.0649,0.0222,0.1075,0.0327,0.0117,0.0536,0.013,0.1044,0.0297,0.1069,0.019,0.1453,0.0245
10105,DY0115-004-001-003,,"CHEN, 2015",DY0115-21,-36.506,52.5882,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,SPREADING_CENTER,0.0038,0.0018,0.0005,0.0035,0.0059,0.0034,0.0238,0.0084,0.071,0.0211,0.0728,0.0136,0.0968,0.0164
10106,DY0115-004-001-004,,"CHEN, 2015",DY0115-21,-36.506,52.5882,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,SPREADING_CENTER,0.0533,0.0471,0.0112,0.0569,0.018,0.0082,0.0306,0.0077,0.0621,0.0171,0.0588,0.0111,0.0829,0.0147
10108,DY0115-008-004-002-001,,"CHEN, 2015",DY0115-21,-36.67,52.52,0.01,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,SPREADING_CENTER,0.0573,0.0172,0.0111,0.0511,0.0209,0.0091,0.0433,0.0122,0.0903,0.0242,0.0769,0.0132,0.0948,0.0156
10109,DY0115-008-004-002-002,,"CHEN, 2015",DY0115-21,-36.67,52.52,0.01,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,SPREADING_CENTER,0.0396,0.0729,0.0054,0.0314,0.015,0.0071,0.0406,0.0117,0.0985,0.0261,0.0879,0.015,0.1089,0.0181
10110,DY0115-009-005-001,,"CHEN, 2015",DY0115-21,-36.45,52.57,0.01,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,SPREADING_CENTER,0.0837,0.142,0.0151,0.0746,0.0389,0.0162,0.0845,0.0247,0.183,0.0487,0.1519,0.0264,0.1729,0.0275
10111,DY0115-010-006-001,,"CHEN, 2015",DY0115-21,-36.44,52.74,0.01,-1524.0,-1524.0,,,,ICPMS,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,SPREADING_CENTER,0.0241,0.0751,0.0057,0.0303,0.0093,0.0065,0.016,0.0049,0.0417,0.0116,0.0405,0.0078,0.0594,0.0098
10112,DY0115-010-006-002,,"CHEN, 2015",DY0115-21,-36.44,52.74,0.01,-1524.0,-1524.0,,,,ICPMS,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,SPREADING_CENTER,0.1067,0.0773,0.0222,0.0953,0.0241,0.0094,0.0359,0.0093,0.0708,0.02,0.0705,0.0136,0.1015,0.0165
10113,DY0115-016-004-001,,"CHEN, 2015",DY0115-21,-36.2212,52.8631,0.01,-1866.0,-1866.0,,,,ICPMS,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,SPREADING_CENTER,0.1747,0.2582,0.037,0.1444,0.0302,0.0131,0.0397,0.0082,0.0651,0.0183,0.0652,0.0127,0.0913,0.0152
10114,DY0115-017-001,,"YANG YANG, 2014",DY0115-17,-27.93,64.44,0.01,-4386.0,-4386.0,,,,EMP,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,5.65,15.5,2.39,11.4,3.28,1.18,3.9,0.73,4.62,1.0,2.8,0.41,2.58,0.4
10115,DY0115-017-002,,"YANG YANG, 2014",DY0115-17,-27.93,64.44,0.01,-4386.0,-4386.0,,,,EMP,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,5.67,15.7,2.51,11.9,3.33,1.17,4.08,0.73,4.53,0.97,2.63,0.39,2.4,0.39
10116,DY0115-017-002A,,"YANG YANG, 2013",DY0115-17,-37.77,49.65,0.01,-2875.0,-2875.0,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,FRACTURE_ZONE,2.59,8.68,1.69,9.31,3.46,1.21,4.87,0.918,6.01,1.29,3.67,0.544,3.3,0.533
10117,DY0115-017-003,,"YANG YANG, 2014",DY0115-17,-37.77,49.64,0.01,-2941.0,-2941.0,,,,EMP,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,2.72,8.62,1.69,9.54,3.44,1.23,5.01,0.97,6.33,1.35,3.83,0.57,3.55,0.56
10118,DY0115-017-004,,"YANG YANG, 2014",DY0115-17,-37.77,49.64,0.01,-2941.0,-2941.0,,,,EMP,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,2.57,8.63,1.71,9.74,3.53,1.23,5.01,0.96,6.36,1.36,3.76,0.58,3.57,0.55
10119,DY0115-017-004A,,"YANG YANG, 2013",DY0115-17,-31.09,59.11,0.0001,-4019.0,-4019.0,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,FRACTURE_ZONE,5.43,16.8,2.89,14.5,4.38,1.52,5.37,0.95,6.05,1.24,3.43,0.525,3.11,0.469
10120,DY0115-017-005,,"YANG YANG, 2014",DY0115-17,-37.77,49.64,0.01,-2941.0,-2941.0,,,,EMP,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,2.74,8.86,1.78,9.86,3.62,1.26,5.05,0.97,6.38,1.39,3.93,0.58,3.57,0.56
10121,DY0115-017-005A,,"YANG YANG, 2013",DY0115-17,-27.84,63.94,0.0001,-2985.0,-2985.0,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,FRACTURE_ZONE,6.16,17.7,2.84,13.7,4.01,1.42,5.0,0.886,5.86,1.2,3.37,0.498,3.04,0.469
10122,DY0115-017-006,,"YANG YANG, 2014",DY0115-17,-27.85,63.94,0.0001,-2951.0,-2951.0,,,,EMP,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,FRACTURE_ZONE,6.23,17.6,2.9,14.1,4.01,1.44,5.17,0.92,5.94,1.27,3.62,0.52,3.29,0.52
10123,DY0115-017-007,,"YANG YANG, 2014",DY0115-17,-27.85,63.94,0.0001,-2951.0,-2951.0,,,,EMP,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,FRACTURE_ZONE,6.11,16.7,2.76,13.2,3.94,1.4,5.02,0.93,5.97,1.32,3.61,0.52,3.46,0.53
10124,DY0115-017-008A,,"YANG YANG, 2014",DY0115-17,-36.04,52.49,0.01,-2752.0,-2752.0,,,,EMP,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,FRACTURE_ZONE,2.95,9.46,1.81,10.0,3.7,1.25,5.23,0.98,6.52,1.42,3.88,0.61,3.68,0.56
10125,DY0115-017-008B,,"YANG YANG, 2014",DY0115-17,-36.04,52.49,0.01,-2752.0,-2752.0,,,,EMP,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,FRACTURE_ZONE,2.67,8.73,1.72,9.76,3.6,1.27,5.18,0.96,6.47,1.37,3.94,0.59,3.65,0.57
10126,DY0115-017-008C,,"YANG YANG, 2014",DY0115-17,-36.04,52.49,0.01,-2752.0,-2752.0,,,,EMP,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,FRACTURE_ZONE,3.23,9.97,1.87,10.3,3.72,1.3,5.3,0.97,6.55,1.38,4.03,0.59,3.7,0.55
10127,DY0115-017-009-001,,"CHEN, 2015",DY0115-17,-36.04,52.49,0.01,-2752.0,-2752.0,,,,ICPMS,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,FRACTURE_ZONE,0.0488,0.0687,0.0097,0.049,0.0279,0.0108,0.0538,0.0135,0.0934,0.0243,0.0859,0.0143,0.0865,0.0165
10128,DY0115-017-009-002,,"CHEN, 2015",DY0115-17,-36.04,52.49,0.01,-2752.0,-2752.0,,,,ICPMS,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,FRACTURE_ZONE,0.0247,0.047,0.0052,0.0255,0.0137,0.0137,0.0359,0.012,0.1015,0.0292,0.1011,0.0192,0.1373,0.0236
10129,DY0115-017-009-003,,"CHEN, 2015",DY0115-17,-36.04,52.49,0.01,-2752.0,-2752.0,,,,ICPMS,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,FRACTURE_ZONE,0.0798,0.0698,0.0127,0.0613,0.015,0.0057,0.0219,0.0045,0.033,0.0096,0.0316,0.006,0.047,0.0082
10130,DY0115-017-009-004,,"CHEN, 2015",DY0115-17,-36.04,52.49,0.01,-2752.0,-2752.0,,,,ICPMS,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,FRACTURE_ZONE,0.1618,0.412,0.0625,0.3432,0.1408,0.0636,0.1888,0.0448,0.288,0.0647,0.1884,0.0301,0.2022,0.0304
10131,DY0115-017-009-005,,"CHEN, 2015",DY0115-17,-36.04,52.49,0.01,-2752.0,-2752.0,,,,ICPMS,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,FRACTURE_ZONE,0.0851,0.0783,0.0218,0.0877,0.02,0.0089,0.0233,0.0048,0.0346,0.008,0.0261,0.005,0.0392,0.0069
10132,DY0115-017-009A,,"YANG YANG, 2014",DY0115-17,-36.04,52.49,0.01,-2752.0,-2752.0,,,,EMP,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,FRACTURE_ZONE,2.65,8.85,1.72,9.64,3.5,1.24,5.03,0.98,6.14,1.35,3.79,0.57,3.48,0.55
10133,DY0115-017-009B,,"YANG YANG, 2014",DY0115-17,-36.04,52.49,0.01,-2752.0,-2752.0,,,,EMP,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,FRACTURE_ZONE,3.39,10.1,1.9,10.3,3.64,1.26,5.19,0.97,6.32,1.35,3.98,0.57,3.52,0.56
10134,DY0115-017-010,,"YANG YANG, 2014",DY0115-17,-27.85,63.94,0.0001,-2951.0,-2951.0,,,,EMP,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,FRACTURE_ZONE,6.91,19.0,3.09,14.8,4.28,1.52,5.47,1.04,6.52,1.46,3.99,0.58,3.83,0.58
10135,DY0115-017-011,,"YANG YANG, 2014",DY0115-17,-27.85,63.94,0.0001,-2951.0,-2954.0,,,,EMP,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,FRACTURE_ZONE,6.95,19.0,3.1,15.0,4.31,1.52,5.58,1.06,6.6,1.46,4.07,0.59,3.92,0.6
10136,DY0115-017-012,,"YANG YANG, 2014",DY0115-17,-27.85,63.94,0.0001,-2951.0,-2951.0,,,,EMP,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,FRACTURE_ZONE,6.98,19.5,3.21,15.2,4.31,1.51,5.39,0.98,6.4,1.36,3.85,0.56,3.58,0.56
10137,DY0115-019-002-001,,"YANG YANG, 2014",DY0115-19,-36.04,52.49,0.01,-2752.0,-2752.0,,,,EMP,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,FRACTURE_ZONE,2.51,8.48,1.65,9.28,3.47,1.18,4.92,0.9,6.07,1.33,3.63,0.55,3.36,0.53
10138,DY0115-019-003-001,,"YANG YANG, 2014",DY0115-19,-36.04,52.49,0.01,-2752.0,-2752.0,,,,EMP,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,FRACTURE_ZONE,2.46,8.42,1.65,9.23,3.52,1.22,5.01,1.0,6.47,1.45,4.03,0.59,3.94,0.58
10139,DY0115-019-003-002,,"YANG YANG, 2014",DY0115-19,-36.04,52.49,0.01,-2752.0,-2752.0,,,,EMP,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,FRACTURE_ZONE,2.4,8.15,1.63,9.28,3.46,1.22,5.01,1.01,6.29,1.45,3.98,0.59,3.86,0.57
10140,DY0115-019-003-004-001,,"YANG YANG, 2014",DY0115-19,-36.04,52.49,0.01,-2752.0,-2752.0,,,,EMP,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,FRACTURE_ZONE,2.54,8.41,1.64,9.33,3.61,1.26,5.16,1.0,6.46,1.45,3.96,0.59,3.87,0.58
10141,DY0115-019-003-005,,"YANG YANG, 2014",DY0115-19,-36.04,52.49,0.01,-2752.0,-2752.0,,,,EMP,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,FRACTURE_ZONE,2.5,8.46,1.69,9.36,3.64,1.24,5.09,1.04,6.4,1.46,3.94,0.58,3.82,0.59
10142,DY0115-019-003-006,,"YANG YANG, 2014",DY0115-19,-36.04,52.49,0.01,-2752.0,-2752.0,,,,EMP,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,FRACTURE_ZONE,2.43,8.45,1.71,9.61,3.69,1.26,5.19,0.98,6.65,1.41,4.09,0.61,3.88,0.61
10143,DY0115-019-003-007,,"YANG YANG, 2014",DY0115-19,-36.04,52.49,0.01,-2752.0,-2752.0,,,,EMP,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,FRACTURE_ZONE,2.46,8.34,1.67,9.43,3.48,1.22,4.85,1.01,6.26,1.43,4.05,0.58,3.8,0.59
10144,DY0115-019-003-008-001,,"YANG YANG, 2014",DY0115-19,-37.66,50.47,0.0001,-1776.0,-1776.0,,,,EMP,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,FRACTURE_ZONE,2.05,6.95,1.36,8.01,3.12,1.15,4.56,0.9,5.64,1.27,3.63,0.54,3.46,0.52
10145,DY0115-019-003-008-002,,"YANG YANG, 2014",DY0115-19,-37.66,50.47,0.0001,-1776.0,-1776.0,,,,EMP,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,FRACTURE_ZONE,2.21,8.34,1.54,8.63,3.32,1.2,4.85,0.94,6.0,1.33,3.82,0.57,3.53,0.56
10146,DY0115-019-003-009,,"YANG YANG, 2014",DY0115-19,-37.66,50.47,0.0001,-1776.0,-1776.0,,,,EMP,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,FRACTURE_ZONE,2.12,7.4,1.39,8.2,3.17,1.18,4.66,0.91,6.0,1.32,3.64,0.53,3.5,0.54
10147,DY0115-019-003-010,,"YANG YANG, 2014",DY0115-19,-37.66,50.47,0.0001,-1776.0,-1776.0,,,,EMP,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,FRACTURE_ZONE,1.66,5.47,1.04,5.67,2.07,0.86,2.93,0.57,3.54,0.81,2.21,0.33,2.14,0.32
10148,DY0115-019-003-011-002,,"YANG YANG, 2014",DY0115-19,-37.66,50.47,0.0001,-1776.0,-1776.0,,,,EMP,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,FRACTURE_ZONE,1.47,4.61,0.86,4.85,1.83,0.75,2.61,0.51,3.27,0.74,2.08,0.31,1.96,0.3
10149,DY0115-019-003-012,,"YANG YANG, 2014",DY0115-19,-37.66,50.47,0.0001,-1776.0,-1776.0,,,,EMP,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,FRACTURE_ZONE,1.5,4.86,0.92,4.96,1.79,0.75,2.63,0.5,3.42,0.74,2.06,0.3,1.89,0.29
